CustomerID,GastoTotal,GastoMensal,GastoMedio,TaxaDevolucao,MediaDiasCompra,TempoUltimoDiaCompra,PossivelChurn,Churn
12997,1197.94,99.83,171.13,0.75,43,22,0,1
12999,455.88,37.99,151.96,0.0,17,196,1,1
13000,534.85,44.57,178.28,0.0,86,106,1,1
13001,9765.07,813.76,651.0,0.15,22,4,0,0
13002,120.95,10.08,120.95,0.0,0,318,1,1
13003,149.05,12.42,49.68,0.0,37,105,1,1
13004,5613.43,467.79,255.16,0.22,16,11,0,0
13005,468.95,39.08,156.32,0.5,25,173,1,1
13006,81.57,6.8,81.57,0.0,0,56,1,0
13008,178.47,14.87,89.23,1.0,19,323,1,1
13011,50.55,4.21,50.55,0.0,0,372,1,1
13012,1301.72,108.48,130.17,0.25,29,9,0,0
13013,4786.99,398.92,319.13,0.15,25,1,0,0
13014,3365.43,280.45,210.34,0.6,18,2,0,1
13015,3339.64,278.3,667.93,0.0,40,53,0,0
13016,789.89,65.82,263.3,0.0,17,73,1,0
13017,204.0,17.0,204.0,0.0,0,7,1,0
13018,7272.75,606.06,250.78,0.04,10,16,0,0
13021,2584.4,215.37,215.37,0.33,31,4,0,0
13023,599.9,49.99,299.95,0.0,33,64,1,0
13026,943.77,78.65,134.82,0.4,40,1,0,0
13027,6912.0,576.0,1152.0,0.0,41,113,1,1
13028,659.68,54.97,219.89,0.5,8,22,0,1
13029,1247.5,103.96,415.83,0.0,108,30,0,0
13030,752.44,62.7,376.22,0.0,179,11,0,0
13032,996.52,83.04,332.17,0.5,17,38,0,1
13033,190.55,15.88,190.55,0.0,0,357,1,1
13034,642.77,53.56,321.38,0.0,158,54,0,0
13035,886.63,73.89,295.54,0.5,68,57,0,1
13037,881.07,73.42,293.69,0.0,40,138,1,1
13038,908.46,75.7,302.82,0.0,70,80,1,0
13040,676.99,56.42,338.5,0.0,13,8,0,0
13043,471.57,39.3,235.78,1.0,10,253,1,1
13044,560.47,46.71,560.47,0.0,0,291,1,1
13045,305.28,25.44,305.28,0.0,0,99,1,1
13046,629.31,52.44,314.65,0.0,118,30,0,0
13047,3089.1,257.42,193.07,0.78,21,46,0,1
13048,1789.41,149.12,357.88,0.25,63,14,0,0
13049,656.68,54.72,328.34,0.0,127,64,1,0
13050,5680.86,473.4,202.89,0.65,13,9,0,1
13052,348.15,29.01,348.15,0.0,0,212,1,1
13055,1201.96,100.16,300.49,0.33,38,64,1,0
13058,271.4,22.62,90.47,0.0,43,24,0,0
13059,183.4,15.28,183.4,0.0,0,249,1,1
13060,307.53,25.63,307.53,0.0,0,253,1,1
13061,248.61,20.72,248.61,0.0,0,72,1,0
13062,346.98,28.92,346.98,0.0,0,191,1,1
13064,1105.59,92.13,276.4,0.0,79,12,0,0
13065,205.86,17.16,205.86,0.0,0,373,1,1
13066,430.9,35.91,143.63,0.5,3,24,0,1
13067,115.46,9.62,115.46,0.0,0,82,1,0
13068,344.0,28.67,172.0,0.0,155,10,0,0
13069,3713.14,309.43,137.52,0.12,14,0,0,0
13070,228.8,19.07,228.8,0.0,0,192,1,1
13072,177.15,14.76,177.15,0.0,0,266,1,1
13075,919.61,76.63,919.61,0.0,0,129,1,1
13077,728.02,60.67,182.0,0.0,92,1,0,0
13078,12432.28,1036.02,289.12,0.65,9,1,0,1
13079,220.1,18.34,44.02,0.0,28,4,0,0
13080,58.08,4.84,58.08,0.0,0,179,1,1
13081,27972.08,2331.01,1398.6,0.82,19,1,0,1
13082,3595.48,299.62,359.55,0.11,22,126,1,1
13083,303.75,25.31,151.88,0.0,36,4,0,0
13085,272.38,22.7,90.79,0.5,46,157,1,1
13089,57322.13,4776.84,485.78,0.22,4,2,0,0
13090,8674.39,722.87,510.26,0.31,22,8,0,0
13091,319.82,26.65,159.91,1.0,4,21,0,1
13092,459.83,38.32,76.64,0.2,49,70,1,0
13093,7741.47,645.12,595.5,0.62,9,267,1,1
13094,1708.86,142.4,106.8,0.33,22,21,0,0
13095,74.4,6.2,74.4,0.0,0,70,1,0
13097,5901.07,491.76,421.5,0.4,24,32,0,0
13098,28658.88,2388.24,699.0,0.46,8,1,0,1
13099,207.36,17.28,207.36,0.0,0,99,1,1
13101,101.19,8.43,101.19,0.0,0,234,1,1
13102,6336.29,528.02,234.68,0.12,14,1,0,0
13103,243.94,20.33,243.94,0.0,0,39,1,0
13104,1098.48,91.54,183.08,0.0,59,3,0,0
13106,59.5,4.96,29.75,1.0,3,128,1,1
13107,1524.07,127.01,304.81,0.25,58,44,0,0
13108,350.06,29.17,350.06,0.0,0,372,1,1
13109,766.84,63.9,153.37,1.0,31,2,0,1
13110,1452.87,121.07,181.61,0.14,35,31,0,0
13113,10523.65,876.97,269.84,0.62,10,0,0,1
13115,2205.63,183.8,157.55,1.0,26,8,0,1
13116,485.19,40.43,242.6,1.0,11,117,1,1
13117,984.91,82.08,123.11,0.0,44,21,0,0
13118,1125.0,93.75,160.71,0.4,39,19,0,0
13120,30.6,2.55,30.6,0.0,0,238,1,1
13121,254.73,21.23,127.36,1.0,0,269,1,1
13122,922.39,76.87,461.2,0.0,73,94,1,1
13124,3756.33,313.03,1252.11,0.0,90,89,1,0
13126,2056.29,171.36,205.63,0.25,37,4,0,0
13127,259.17,21.6,259.17,0.0,0,77,1,0
13130,64.0,5.33,64.0,0.0,0,94,1,1
13131,1039.3,86.61,259.82,0.33,41,23,0,0
13132,77.3,6.44,77.3,0.0,0,261,1,1
13133,109.8,9.15,54.9,0.0,16,273,1,1
13134,1740.63,145.05,248.66,0.75,24,72,1,1
13135,3096.0,258.0,3096.0,0.0,0,196,1,1
13136,2545.38,212.12,231.4,1.0,29,50,0,1
13137,3603.29,300.27,450.41,0.0,38,10,0,0
13138,962.39,80.2,160.4,0.0,59,22,0,0
13139,5055.79,421.32,631.97,0.14,31,16,0,0
13140,422.47,35.21,140.82,0.0,86,108,1,1
13141,2385.8,198.82,397.63,0.2,39,84,1,0
13142,307.09,25.59,307.09,0.0,0,19,1,0
13144,110.95,9.25,110.95,0.0,0,332,1,1
13145,614.77,51.23,122.95,0.25,67,39,0,0
13146,228.91,19.08,228.91,0.0,0,26,1,0
13147,712.8,59.4,178.2,0.0,23,10,0,0
13148,3324.62,277.05,195.57,0.42,20,29,0,1
13149,1676.06,139.67,419.02,0.0,69,14,0,0
13151,1250.37,104.2,625.19,1.0,46,203,1,1
13153,486.22,40.52,486.22,0.0,0,5,1,0
13155,971.76,80.98,242.94,0.0,84,33,0,0
13157,1721.57,143.46,344.31,0.25,50,49,0,0
13158,1201.06,100.09,300.26,0.0,56,94,1,1
13159,1371.25,114.27,274.25,0.25,22,8,0,0
13160,91.8,7.65,91.8,0.0,0,22,1,0
13161,112.75,9.4,112.75,0.0,0,313,1,1
13162,1644.99,137.08,329.0,0.25,43,122,1,1
13165,1021.48,85.12,510.74,0.0,153,46,0,0
13166,414.7,34.56,207.35,1.0,1,282,1,1
13167,779.33,64.94,194.83,0.0,32,18,0,0
13168,1290.54,107.54,258.11,0.25,57,36,0,0
13169,712.88,59.41,356.44,0.0,95,63,1,0
13170,108.81,9.07,108.81,0.0,0,26,1,0
13171,426.81,35.57,85.36,0.67,59,8,0,1
13173,353.65,29.47,176.82,0.0,182,4,0,0
13174,2738.82,228.24,912.94,0.0,118,16,0,0
13176,481.49,40.12,481.49,0.0,0,46,1,0
13177,282.45,23.54,282.45,0.0,0,64,1,0
13178,5725.47,477.12,520.5,0.0,31,26,0,0
13182,121.18,10.1,121.18,0.0,0,45,1,0
13183,3957.78,329.82,439.75,0.0,37,7,0,0
13184,1615.45,134.62,134.62,0.2,23,14,0,0
13185,71.4,5.95,71.4,0.0,0,267,1,1
13186,1539.69,128.31,307.94,0.67,18,39,0,1
13187,236.02,19.67,236.02,0.0,0,337,1,1
13188,114.6,9.55,114.6,0.0,0,11,1,0
13189,260.68,21.72,130.34,0.0,49,18,0,0
13192,911.94,76.0,455.97,0.0,55,95,1,1
13193,112.08,9.34,112.08,0.0,0,61,1,0
13194,60.7,5.06,60.7,0.0,0,135,1,1
13196,1797.78,149.82,449.44,0.0,63,11,0,0
13198,3384.09,282.01,423.01,0.33,44,10,0,0
13199,9788.96,815.75,257.6,0.03,10,3,0,0
13200,870.09,72.51,217.52,0.0,27,19,0,0
13203,869.46,72.46,217.36,0.0,59,9,0,0
13207,250.26,20.86,125.13,0.0,68,15,0,0
13208,1193.17,99.43,238.63,0.0,50,59,0,0
13209,5820.16,485.01,529.11,0.38,31,30,0,0
13210,353.48,29.46,353.48,0.0,0,93,1,1
13211,1095.42,91.29,365.14,0.0,117,10,0,0
13212,779.33,64.94,194.83,0.33,13,9,0,0
13213,1518.43,126.54,253.07,0.2,24,56,0,0
13216,333.74,27.81,333.74,0.0,0,267,1,1
13217,133.62,11.14,26.72,0.67,7,122,1,1
13218,62.64,5.22,62.64,0.0,0,127,1,1
13220,819.29,68.27,204.82,0.0,40,78,1,0
13221,844.86,70.4,422.43,0.0,60,240,1,1
13223,163.2,13.6,81.6,0.0,16,200,1,1
13224,2147.85,178.99,715.95,0.5,31,60,0,1
13225,6083.04,506.92,760.38,0.14,45,3,0,0
13226,108.21,9.02,108.21,0.0,0,273,1,1
13227,257.7,21.48,257.7,0.0,0,201,1,1
13228,358.0,29.83,358.0,0.0,0,81,1,0
13229,160.95,13.41,160.95,0.0,0,225,1,1
13230,2712.07,226.01,180.8,0.07,25,4,0,0
13232,1327.75,110.65,189.68,0.0,33,12,0,0
13233,605.12,50.43,302.56,0.0,131,74,1,0
13235,1031.07,85.92,1031.07,0.0,0,212,1,1
13236,727.27,60.61,242.42,0.5,28,24,0,1
13238,680.83,56.74,136.17,0.25,70,11,0,0
13239,329.56,27.46,329.56,0.0,0,261,1,1
13240,648.7,54.06,162.18,0.0,68,96,1,1
13242,270.4,22.53,90.13,0.0,34,112,1,1
13243,585.12,48.76,585.12,0.0,0,203,1,1
13244,121.74,10.14,121.74,0.0,0,92,1,1
13245,430.5,35.88,430.5,0.0,0,50,1,0
13246,1896.32,158.03,270.9,0.17,45,18,0,0
13247,501.12,41.76,125.28,0.0,17,17,0,0
13248,465.68,38.81,232.84,0.0,33,124,1,1
13249,711.41,59.28,237.14,0.0,57,92,1,1
13253,1030.4,85.87,515.2,0.0,92,156,1,1
13255,390.66,32.56,130.22,0.5,124,3,0,1
13256,0.0,0.0,0.0,1.0,0,14,1,1
13258,672.83,56.07,224.28,0.0,65,11,0,0
13259,283.18,23.6,283.18,0.0,0,61,1,0
13260,557.62,46.47,557.62,0.0,0,61,1,0
13261,944.1,78.68,472.05,0.0,9,268,1,1
13262,200.29,16.69,200.29,0.0,0,263,1,1
13263,7411.71,617.64,217.99,0.0,10,1,0,0
13265,2092.66,174.39,418.53,0.0,44,53,0,0
13266,3717.67,309.81,195.67,0.58,19,11,0,1
13267,4404.44,367.04,163.13,0.42,14,2,0,1
13268,3105.66,258.8,221.83,0.4,18,17,0,0
13269,5312.97,442.75,312.53,0.13,22,1,0,0
13270,590.0,49.17,590.0,0.0,0,366,1,1
13271,172.37,14.36,86.18,1.0,0,37,0,1
13272,276.56,23.05,138.28,0.0,29,31,0,0
13273,138.98,11.58,138.98,0.0,0,113,1,1
13276,590.93,49.24,295.47,0.0,18,63,1,0
13277,258.4,21.53,64.6,0.0,30,15,0,0
13278,542.73,45.23,542.73,0.0,0,40,1,0
13279,126.3,10.52,63.15,1.0,7,64,1,1
13280,798.46,66.54,266.15,0.0,72,122,1,1
13282,1047.84,87.32,174.64,1.0,34,18,0,1
13283,93.66,7.8,46.83,0.0,63,59,1,0
13284,196.15,16.35,98.08,1.0,4,322,1,1
13285,2709.12,225.76,677.28,0.0,67,23,0,0
13291,361.11,30.09,361.11,0.0,0,155,1,1
13292,578.94,48.24,289.47,0.0,123,38,0,0
13294,873.74,72.81,436.87,0.0,30,189,1,1
13295,197.95,16.5,98.98,1.0,7,359,1,1
13296,87.4,7.28,87.4,0.0,0,137,1,1
13297,2089.85,174.15,522.46,0.0,15,7,0,0
13298,360.0,30.0,360.0,0.0,0,1,1,0
13299,142.5,11.88,142.5,0.0,0,268,1,1
13300,365.29,30.44,182.64,1.0,3,164,1,1
13301,600.19,50.02,150.05,0.0,48,103,1,1
13302,63.75,5.31,63.75,0.0,0,155,1,1
13304,300.42,25.04,300.42,0.0,0,351,1,1
13305,2000.86,166.74,200.09,0.0,37,4,0,0
13307,15.0,1.25,15.0,0.0,0,120,1,1
13308,1367.61,113.97,341.9,0.33,46,22,0,0
13309,1456.79,121.4,291.36,0.0,61,7,0,0
13310,1083.63,90.3,180.6,1.0,53,8,0,1
13311,598.57,49.88,299.29,0.0,73,4,0,0
13313,1555.32,129.61,311.06,0.0,64,22,0,0
13314,593.51,49.46,148.38,0.33,18,1,0,0
13316,5732.93,477.74,1433.23,0.0,55,37,0,0
13317,2140.07,178.34,237.79,0.5,33,64,1,1
13318,640.76,53.4,213.59,0.0,12,1,0,0
13319,10664.34,888.7,296.23,0.38,11,5,0,0
13320,1475.2,122.93,245.87,0.5,24,70,1,1
13321,567.36,47.28,283.68,0.0,7,72,1,0
13322,199.48,16.62,199.48,0.0,0,17,1,0
13323,787.85,65.65,157.57,0.0,17,3,0,0
13324,7072.8,589.4,589.4,0.2,28,32,0,0
13325,675.3,56.28,675.3,0.0,0,81,1,0
13327,3617.57,301.46,401.95,0.12,37,38,0,0
13328,1308.48,109.04,1308.48,0.0,0,316,1,1
13329,740.4,61.7,185.1,1.0,84,31,0,1
13330,1140.93,95.08,380.31,0.0,75,92,1,1
13332,350.9,29.24,350.9,0.0,0,14,1,0
13334,3502.32,291.86,1167.44,0.0,75,82,1,0
13336,795.12,66.26,795.12,0.0,0,77,1,0
13338,431.82,35.98,143.94,1.0,1,154,1,1
13339,860.12,71.68,860.12,0.0,0,200,1,1
13340,10736.48,894.71,1533.78,0.0,33,45,0,0
13341,775.85,64.65,775.85,0.0,0,260,1,1
13343,303.93,25.33,151.96,1.0,3,172,1,1
13344,2511.69,209.31,837.23,0.0,70,67,1,0
13345,377.6,31.47,188.8,1.0,6,276,1,1
13347,341.36,28.45,341.36,0.0,0,70,1,0
13348,233.76,19.48,233.76,0.0,0,64,1,0
13349,247.32,20.61,247.32,0.0,0,10,1,0
13350,910.72,75.89,303.57,0.5,21,16,0,1
13351,373.94,31.16,373.94,0.0,0,66,1,0
13352,389.28,32.44,194.64,1.0,27,7,0,1
13354,743.53,61.96,743.53,0.0,0,71,1,0
13355,674.7,56.22,674.7,0.0,0,122,1,1
13356,768.24,64.02,768.24,0.0,0,80,1,0
13357,609.4,50.78,609.4,0.0,0,257,1,1
13358,439.03,36.59,439.03,0.0,0,268,1,1
13359,431.26,35.94,215.63,1.0,2,59,1,1
13362,3085.49,257.12,617.1,0.25,57,3,0,0
13363,992.5,82.71,496.25,0.0,13,17,0,0
13364,0.0,0.0,0.0,1.0,3,66,1,1
13365,2191.22,182.6,730.41,0.5,70,8,0,1
13366,56.16,4.68,56.16,0.0,0,50,1,0
13368,623.4,51.95,311.7,0.0,41,256,1,1
13369,263.75,21.98,131.88,1.0,6,354,1,1
13370,721.32,60.11,360.66,1.0,3,366,1,1
13372,378.64,31.55,378.64,0.0,0,89,1,0
13373,3312.25,276.02,1104.08,0.0,72,60,0,0
13375,772.9,64.41,386.45,1.0,4,81,1,1
13376,1019.76,84.98,339.92,0.0,45,99,1,1
13379,572.56,47.71,190.85,0.0,37,26,0,0
13381,3626.81,302.23,518.12,0.17,40,21,0,0
13382,222.99,18.58,222.99,0.0,0,280,1,1
13384,4122.28,343.52,458.03,0.29,17,30,0,0
13385,534.57,44.55,534.57,0.0,0,329,1,1
13388,627.15,52.26,209.05,0.5,4,121,1,1
13389,797.96,66.5,265.99,0.0,74,11,0,0
13390,544.08,45.34,544.08,0.0,0,74,1,0
13391,59.8,4.98,59.8,0.0,0,203,1,1
13394,2318.3,193.19,257.59,0.12,35,1,0,0
13395,307.72,25.64,307.72,0.0,0,185,1,1
13396,1325.29,110.44,331.32,1.0,75,21,0,1
13397,1539.18,128.27,256.53,0.2,45,72,1,0
13398,457.34,38.11,457.34,0.0,0,192,1,1
13402,621.23,51.77,310.62,0.0,123,127,1,1
13403,75.0,6.25,75.0,0.0,0,17,1,0
13404,252.49,21.04,126.24,0.0,106,1,0,0
13405,557.45,46.45,278.73,0.0,57,204,1,1
13408,27888.38,2324.03,371.85,0.21,5,1,0,0
13410,988.91,82.41,141.27,0.4,41,8,0,0
13411,213.55,17.8,213.55,0.0,0,107,1,1
13414,1390.5,115.88,463.5,0.0,55,133,1,1
13416,712.5,59.38,356.25,0.0,19,43,0,0
13417,640.83,53.4,320.41,0.0,101,4,0,0
13418,5845.44,487.12,254.15,0.28,16,11,0,0
13419,221.06,18.42,221.06,0.0,0,63,1,0
13420,140.35,11.7,35.09,1.0,9,134,1,1
13421,1821.11,151.76,607.04,0.5,84,40,0,1
13422,2601.55,216.8,1300.78,1.0,7,51,1,1
13425,1624.21,135.35,541.4,0.0,62,108,1,1
13426,3558.32,296.53,323.48,0.1,33,0,0,0
13427,582.6,48.55,194.2,0.0,66,19,0,0
13428,201.78,16.82,201.78,0.0,0,10,1,0
13429,1006.8,83.9,251.7,0.0,17,10,0,0
13430,652.07,54.34,163.02,1.0,17,18,0,1
13431,1269.1,105.76,634.55,0.0,11,67,1,0
13434,534.24,44.52,267.12,0.0,11,74,1,0
13435,3794.49,316.21,421.61,0.29,21,5,0,0
13436,196.89,16.41,196.89,0.0,0,1,1,0
13437,3408.06,284.0,486.87,0.0,26,14,0,0
13439,283.71,23.64,283.71,0.0,0,255,1,1
13441,296.64,24.72,296.64,0.0,0,91,1,1
13447,1104.23,92.02,276.06,0.33,3,23,0,0
13448,3460.99,288.42,346.1,0.67,36,16,0,1
13449,291.88,24.32,291.88,0.0,0,23,1,0
13450,2043.72,170.31,340.62,0.0,32,26,0,0
13451,2838.56,236.55,473.09,0.2,52,26,0,0
13452,590.0,49.17,295.0,0.0,6,259,1,1
13453,356.98,29.75,178.49,0.0,62,165,1,1
13455,1007.35,83.95,251.84,1.0,86,24,0,1
13456,1737.82,144.82,248.26,0.17,28,17,0,0
13458,9537.92,794.83,433.54,0.57,16,7,0,1
13460,183.44,15.29,91.72,0.0,10,29,0,0
13461,1445.0,120.42,481.67,0.0,42,38,0,0
13462,143.25,11.94,71.62,1.0,35,183,1,1
13464,674.68,56.22,674.68,0.0,0,58,1,0
13466,297.95,24.83,148.98,1.0,42,100,1,1
13467,1071.91,89.33,535.95,0.0,13,10,0,0
13468,5656.75,471.4,137.97,0.11,10,1,0,0
13470,165.0,13.75,82.5,0.0,8,99,1,1
13471,2501.84,208.49,625.46,0.0,12,1,0,0
13473,417.54,34.8,139.18,0.5,91,60,1,1
13474,226.84,18.9,226.84,0.0,0,236,1,1
13475,1431.78,119.32,357.94,0.0,27,191,1,1
13476,1092.77,91.06,273.19,1.0,26,178,1,1
13477,1441.53,120.13,180.19,0.33,32,37,0,0
13479,291.0,24.25,97.0,0.5,12,198,1,1
13481,1776.81,148.07,222.1,0.6,41,45,0,1
13482,184.64,15.39,184.64,0.0,0,232,1,1
13483,140.34,11.7,140.34,0.0,0,65,1,0
13484,313.8,26.15,313.8,0.0,0,241,1,1
13485,454.24,37.85,454.24,0.0,0,233,1,1
13486,1122.41,93.53,374.14,0.0,26,78,1,0
13487,575.4,47.95,191.8,0.0,99,57,0,0
13488,8910.61,742.55,524.15,0.31,21,17,0,0
13489,449.52,37.46,112.38,0.0,48,105,1,1
13491,1215.82,101.32,121.58,0.0,33,51,1,0
13492,1269.84,105.82,423.28,0.0,26,136,1,1
13493,498.63,41.55,249.32,0.0,6,275,1,1
13494,316.26,26.36,316.26,0.0,0,311,1,1
13495,1990.12,165.84,331.69,0.2,61,7,0,0
13496,617.93,51.49,205.98,0.5,117,10,0,1
13497,321.05,26.75,107.02,0.5,29,282,1,1
13499,1146.96,95.58,163.85,0.4,36,17,0,0
13500,1136.77,94.73,284.19,0.33,25,23,0,0
13501,1310.47,109.21,655.24,1.0,23,242,1,1
13502,292.0,24.33,97.33,0.0,103,16,0,0
13503,216.85,18.07,216.85,0.0,0,71,1,0
13504,295.93,24.66,295.93,0.0,0,64,1,0
13505,3522.88,293.57,440.36,1.0,21,67,1,1
13506,452.82,37.74,150.94,0.5,19,312,1,1
13507,2479.16,206.6,619.79,0.0,36,3,0,0
13508,110.97,9.25,110.97,0.0,0,243,1,1
13509,964.72,80.39,160.79,0.0,46,8,0,0
13510,1785.16,148.76,357.03,0.25,37,1,0,0
13512,251.21,20.93,251.21,0.0,0,260,1,1
13513,205.1,17.09,205.1,0.0,0,126,1,1
13514,152.2,12.68,152.2,0.0,0,73,1,0
13515,891.12,74.26,222.78,0.0,44,72,1,0
13516,1389.41,115.78,463.14,0.0,73,21,0,0
13517,2109.07,175.76,421.81,0.67,24,59,0,1
13518,627.16,52.26,627.16,0.0,0,85,1,0
13519,110.8,9.23,55.4,1.0,14,50,1,1
13520,2967.75,247.31,423.96,0.17,45,58,0,0
13521,1070.47,89.21,356.82,0.0,3,1,0,0
13522,125.8,10.48,125.8,0.0,0,30,1,0
13523,3755.38,312.95,625.9,0.2,56,33,0,0
13524,680.18,56.68,136.04,0.0,36,40,0,0
13525,628.78,52.4,314.39,0.0,117,14,0,0
13527,2218.61,184.88,277.33,0.14,37,33,0,0
13529,307.76,25.65,153.88,0.0,63,78,1,0
13531,483.8,40.32,241.9,0.0,81,205,1,1
13532,210.31,17.53,210.31,0.0,0,33,1,0
13533,269.09,22.42,89.7,0.0,29,182,1,1
13534,5613.08,467.76,130.54,0.72,9,2,0,1
13536,3444.39,287.03,492.06,0.0,11,1,0,0
13538,1280.85,106.74,182.98,0.0,39,43,0,0
13539,605.84,50.49,151.46,0.33,56,85,1,0
13544,276.06,23.0,138.03,0.0,101,39,0,0
13546,621.09,51.76,207.03,0.0,63,12,0,0
13548,678.16,56.51,339.08,0.0,74,96,1,1
13549,916.12,76.34,114.52,0.14,28,25,0,0
13551,91.8,7.65,91.8,0.0,0,319,1,1
13552,3539.53,294.96,221.22,0.33,16,66,1,0
13555,4098.88,341.57,1024.72,0.0,32,73,1,0
13557,584.06,48.67,292.03,0.0,126,28,0,0
13558,594.52,49.54,148.63,0.0,16,5,0,0
13560,171.42,14.28,171.42,0.0,0,7,1,0
13561,141.86,11.82,141.86,0.0,0,215,1,1
13562,1799.33,149.94,599.78,0.0,55,81,1,0
13563,777.53,64.79,388.76,0.0,28,84,1,0
13564,1174.03,97.84,587.02,0.0,7,354,1,1
13565,240.22,20.02,120.11,0.0,158,19,0,0
13566,856.84,71.4,428.42,0.0,21,40,0,0
13568,187.05,15.59,187.05,0.0,0,173,1,1
13569,337.12,28.09,168.56,0.0,175,17,0,0
13570,239.49,19.96,239.49,0.0,0,243,1,1
13571,2088.94,174.08,174.08,0.0,21,12,0,0
13572,1384.25,115.35,1384.25,0.0,0,205,1,1
13573,290.25,24.19,145.12,0.0,102,50,1,0
13575,732.07,61.01,146.41,0.0,31,23,0,0
13576,6703.3,558.61,335.16,0.11,19,10,0,0
13577,1658.3,138.19,331.66,0.25,44,25,0,0
13579,467.04,38.92,233.52,0.0,178,14,0,0
13581,118.0,9.83,118.0,0.0,0,309,1,1
13583,781.03,65.09,781.03,0.0,0,155,1,1
13584,142.4,11.87,142.4,0.0,0,306,1,1
13587,347.0,28.92,115.67,1.0,11,31,0,1
13588,2449.53,204.13,204.13,0.33,20,15,0,0
13589,379.65,31.64,189.82,0.0,83,14,0,0
13590,1976.12,164.68,282.3,0.17,42,11,0,0
13591,1117.13,93.09,372.38,0.0,68,64,1,0
13592,247.96,20.66,61.99,0.0,58,35,0,0
13593,1965.08,163.76,327.51,0.2,38,108,1,1
13594,396.97,33.08,396.97,0.0,0,52,1,0
13596,664.11,55.34,332.06,0.0,4,5,0,0
13598,147.29,12.27,73.64,1.0,0,47,1,1
13599,5028.57,419.05,152.38,0.57,12,1,0,1
13600,219.52,18.29,219.52,0.0,0,312,1,1
13601,693.32,57.78,346.66,0.0,83,45,0,0
13602,428.89,35.74,428.89,0.0,0,64,1,0
13603,164.34,13.7,164.34,0.0,0,26,1,0
13606,276.75,23.06,92.25,0.0,94,29,0,0
13607,675.51,56.29,675.51,0.0,0,40,1,0
13610,1065.88,88.82,118.43,0.29,31,12,0,0
13611,1140.8,95.07,285.2,0.33,68,89,1,0
13614,1585.46,132.12,396.36,0.0,77,24,0,0
13615,399.99,33.33,200.0,1.0,3,312,1,1
13617,544.18,45.35,181.39,0.0,47,40,0,0
13618,177.34,14.78,177.34,0.0,0,173,1,1
13621,213.85,17.82,213.85,0.0,0,116,1,1
13623,696.2,58.02,99.46,0.4,39,30,0,0
13626,257.23,21.44,257.23,0.0,0,252,1,1
13627,1624.02,135.34,232.0,0.4,43,59,0,0
13629,7792.36,649.36,708.4,0.0,29,23,0,0
13630,1995.68,166.31,181.43,0.57,26,5,0,1
13631,3021.77,251.81,251.81,0.09,14,99,1,1
13632,2114.68,176.22,352.45,0.2,37,24,0,0
13634,1547.36,128.95,309.47,0.0,59,33,0,0
13635,1071.03,89.25,1071.03,0.0,0,67,1,0
13636,941.62,78.47,156.94,0.2,42,36,0,0
13637,803.05,66.92,267.68,0.0,58,52,0,0
13638,122.64,10.22,122.64,0.0,0,15,1,0
13639,1033.34,86.11,1033.34,0.0,0,74,1,0
13642,312.28,26.02,312.28,0.0,0,215,1,1
13643,519.44,43.29,173.15,0.0,52,31,0,0
13644,2597.52,216.46,519.5,0.25,20,8,0,0
13645,252.1,21.01,252.1,0.0,0,120,1,1
13647,1640.22,136.68,328.04,0.25,45,9,0,0
13649,346.6,28.88,173.3,0.0,55,256,1,1
13650,1809.34,150.78,258.48,0.17,36,16,0,0
13651,79.2,6.6,79.2,0.0,0,39,1,0
13652,1095.08,91.26,365.03,0.0,108,45,0,0
13654,2707.33,225.61,451.22,0.0,39,43,0,0
13655,932.97,77.75,466.48,0.0,64,114,1,1
13656,379.65,31.64,189.82,0.0,87,164,1,1
13657,382.14,31.84,191.07,0.0,96,10,0,0
13658,2421.47,201.79,345.92,0.4,28,9,0,0
13659,1540.65,128.39,513.55,0.5,41,197,1,1
13662,862.58,71.88,123.23,1.0,25,85,1,1
13663,189.47,15.79,189.47,0.0,0,179,1,1
13666,84.65,7.05,28.22,0.0,76,60,1,0
13667,299.05,24.92,299.05,0.0,0,149,1,1
13668,6162.31,513.53,212.49,0.38,13,2,0,0
13669,218.55,18.21,109.28,0.0,50,50,1,0
13670,349.7,29.14,349.7,0.0,0,75,1,0
13672,0.0,0.0,0.0,1.0,7,301,1,1
13673,387.44,32.29,193.72,0.0,7,18,0,0
13675,486.82,40.57,243.41,0.0,67,151,1,1
13678,232.6,19.38,232.6,0.0,0,151,1,1
13680,2199.01,183.25,439.8,0.25,68,1,0,0
13681,827.83,68.99,206.96,0.0,35,17,0,0
13682,59.5,4.96,59.5,0.0,0,187,1,1
13684,62.13,5.18,31.06,1.0,0,285,1,1
13685,3119.44,259.95,445.63,0.0,9,2,0,0
13686,72.0,6.0,72.0,0.0,0,182,1,1
13689,910.0,75.83,910.0,0.0,0,63,1,0
13690,172.25,14.35,172.25,0.0,0,59,1,0
13692,1473.37,122.78,368.34,0.33,53,24,0,0
13693,-32.0,-2.67,-16.0,1.0,0,325,1,1
13694,62961.54,5246.8,1104.59,0.14,7,3,0,0
13695,2504.13,208.68,166.94,0.0,16,31,0,0
13697,151.3,12.61,151.3,0.0,0,38,1,0
13699,308.58,25.72,308.58,0.0,0,155,1,1
13700,2248.63,187.39,224.86,0.0,31,26,0,0
13703,99.5,8.29,99.5,0.0,0,318,1,1
13704,2295.31,191.28,229.53,0.11,9,5,0,0
